ENSEMBL,AZD1775,Olap.AZD1775,Olaparib,ENTREZID,SYMBOL,GENENAME
ENSG00000169683,-1,0,0,201255,LRRC45,leucine rich repeat containing 45
ENSG00000169689,1,0,0,201254,CENPX,centromere protein X
ENSG00000183010,-1,0,0,5831,PYCR1,pyrroline-5-carboxylate reductase 1
ENSG00000197063,-1,0,0,4097,MAFG,MAF bZIP transcription factor G
ENSG00000141552,1,0,0,51529,ANAPC11,anaphase promoting complex subunit 11
ENSG00000141522,-1,0,0,396,ARHGDIA,Rho GDP dissociation inhibitor alpha
ENSG00000185624,-1,0,0,5034,P4HB,prolyl 4-hydroxylase subunit beta
ENSG00000262049,1,0,0,,,
ENSG00000185359,-1,0,0,9146,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate
ENSG00000214087,1,0,0,339231,ARL16,ADP ribosylation factor like GTPase 16
ENSG00000185298,-1,0,0,339230,CCDC137,coiled-coil domain containing 137
ENSG00000182446,-1,0,0,55666,NPLOC4,"NPL4 homolog, ubiquitin recognition factor"
ENSG00000185504,-1,0,0,80233,FAAP100,FA core complex associated protein 100
ENSG00000171282,-1,0,0,,,
ENSG00000185168,0,0,1,,,
ENSG00000157637,-1,0,0,124565,SLC38A10,solute carrier family 38 member 10
ENSG00000141577,-1,0,0,22994,CEP131,centrosomal protein 131
ENSG00000226137,-1,0,0,440465,BAIAP2-DT,BAIAP2 divergent transcript
ENSG00000141564,-1,0,0,57521,RPTOR,regulatory associated protein of MTOR complex 1
ENSG00000181523,-1,0,0,6448,SGSH,N-sulfoglucosamine sulfohydrolase
ENSG00000141527,-1,0,0,79092,CARD14,caspase recruitment domain family member 14
ENSG00000171298,-1,0,0,2548,GAA,"glucosidase alpha, acid"
ENSG00000167291,-1,0,0,125058,TBC1D16,TBC1 domain family member 16
ENSG00000167280,-1,0,0,64772,ENGASE,endo-beta-N-acetylglucosaminidase
ENSG00000055483,-1,0,0,57602,USP36,ubiquitin specific peptidase 36
ENSG00000108669,-1,0,0,9267,CYTH1,cytohesin 1
ENSG00000087157,-1,0,0,9489,PGS1,phosphatidylglycerophosphate synthase 1
ENSG00000089685,1,0,0,332,BIRC5,baculoviral IAP repeat containing 5
ENSG00000183077,1,0,0,125061,AFMID,arylformamidase
ENSG00000141524,-1,0,0,11322,TMC6,transmembrane channel like 6
ENSG00000204282,-1,0,0,100131096,TNRC6C-AS1,TNRC6C antisense RNA 1
ENSG00000184640,-1,0,0,10801,SEPTIN9,septin 9
ENSG00000129657,-1,0,0,6397,SEC14L1,SEC14 like lipid binding 1
ENSG00000161547,1,0,0,6427,SRSF2,serine and arginine rich splicing factor 2
ENSG00000129667,-1,0,0,79651,RHBDF2,rhomboid 5 homolog 2
ENSG00000175931,-1,0,0,63893,UBE2O,ubiquitin conjugating enzyme E2 O
ENSG00000129646,-1,0,0,84074,QRICH2,glutamine rich 2
ENSG00000182473,-1,0,0,23265,EXOC7,exocyst complex component 7
ENSG00000167880,-1,0,0,2125,EVPL,envoplakin
ENSG00000188878,-1,0,0,85302,FBF1,Fas binding factor 1
ENSG00000141569,-1,0,0,201292,TRIM65,tripartite motif containing 65
ENSG00000132481,-1,0,0,91107,TRIM47,tripartite motif containing 47
ENSG00000132471,-1,0,0,23558,WBP2,WW domain binding protein 2
ENSG00000132470,-1,0,0,3691,ITGB4,integrin subunit beta 4
ENSG00000108469,-1,0,0,9400,RECQL5,RecQ like helicase 5
ENSG00000177303,-1,0,0,57513,CASKIN2,CASK interacting protein 2
ENSG00000177728,-1,0,0,9772,TMEM94,transmembrane protein 94
ENSG00000177885,-1,0,0,2885,GRB2,growth factor receptor bound protein 2
ENSG00000125445,1,0,0,51081,MRPS7,mitochondrial ribosomal protein S7
ENSG00000125447,-1,0,0,23163,GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3"
ENSG00000170190,-1,0,0,9121,SLC16A5,solute carrier family 16 member 5
ENSG00000167863,1,0,0,10476,ATP5PD,ATP synthase peripheral stalk subunit d
ENSG00000180901,-1,0,0,23510,KCTD2,potassium channel tetramerization domain containing 2
ENSG00000167862,1,0,0,3396,MRPL58,mitochondrial ribosomal protein L58
ENSG00000109089,-1,0,0,30850,CDR2L,cerebellar degeneration related protein 2 like
ENSG00000167861,-1,0,0,283987,HID1,HID1 domain containing
ENSG00000172782,0,0,1,283985,FADS6,fatty acid desaturase 6
ENSG00000109066,-1,0,0,54868,TMEM104,transmembrane protein 104
ENSG00000170412,0,0,1,55890,GPRC5C,G protein-coupled receptor class C group 5 member C
ENSG00000141540,0,0,1,94015,TTYH2,tweety family member 2
ENSG00000172809,1,0,0,6169,RPL38,ribosomal protein L38
ENSG00000179604,-1,0,0,23580,CDC42EP4,CDC42 effector protein 4
ENSG00000141219,1,0,0,55028,C17orf80,chromosome 17 open reading frame 80
ENSG00000166685,-1,0,0,9382,COG1,component of oligomeric golgi complex 1
ENSG00000263893,0,0,-1,,,
ENSG00000108984,1,0,0,5608,MAP2K6,mitogen-activated protein kinase kinase 6
ENSG00000267023,-1,0,0,,,
ENSG00000186665,1,0,0,284018,C17orf58,chromosome 17 open reading frame 58
ENSG00000197170,1,0,0,5718,PSMD12,"proteasome 26S subunit, non-ATPase 12"
ENSG00000075461,0,0,1,27092,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4
ENSG00000214174,1,0,0,201283,AMZ2P1,archaelysin family metallopeptidase 2 pseudogene 1
ENSG00000214176,-1,0,0,,,
ENSG00000215769,1,0,0,109286553,ARHGAP27P1-BPTFP1-KPNA2P3,"ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene"
ENSG00000270714,1,0,0,,,
ENSG00000256525,1,0,0,11232,POLG2,"DNA polymerase gamma 2, accessory subunit"
ENSG00000178607,-1,0,0,2081,ERN1,endoplasmic reticulum to nucleus signaling 1
ENSG00000224383,-1,0,0,92340,PRR29,proline rich 29
ENSG00000108604,-1,0,0,6603,SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
ENSG00000108592,-1,0,0,117246,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3
ENSG00000198231,-1,0,0,11325,DDX42,DEAD-box helicase 42
ENSG00000198909,-1,0,0,4215,MAP3K3,mitogen-activated protein kinase kinase kinase 3
ENSG00000228979,1,0,0,,,
ENSG00000008283,-1,0,0,1534,CYB561,cytochrome b561
ENSG00000265262,1,0,0,,,
ENSG00000011028,-1,0,0,9902,MRC2,mannose receptor C type 2
ENSG00000239246,1,0,0,,,
ENSG00000087995,1,0,0,339175,METTL2A,methyltransferase like 2A
ENSG00000266365,-1,0,0,,,
ENSG00000266066,-1,0,0,,,
ENSG00000189050,1,0,0,51136,RNFT1,"ring finger protein, transmembrane 1"
ENSG00000270264,1,0,0,,,
ENSG00000108423,1,0,0,51174,TUBD1,tubulin delta 1
ENSG00000062716,1,0,0,81671,VMP1,vacuole membrane protein 1
ENSG00000141378,1,0,0,51651,PTRH2,peptidyl-tRNA hydrolase 2
ENSG00000108406,1,0,0,79665,DHX40,DEAH-box helicase 40
ENSG00000153982,1,0,0,284161,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1
ENSG00000182628,1,0,0,348235,SKA2,spindle and kinetochore associated complex subunit 2
ENSG00000224738,1,0,0,,,
ENSG00000108375,-1,0,0,54894,RNF43,ring finger protein 43
ENSG00000213246,1,0,0,6827,SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit"
ENSG00000005379,-1,0,0,9256,TSPOAP1,TSPO associated protein 1
ENSG00000264364,-1,0,0,140735,DYNLL2,dynein light chain LC8-type 2
ENSG00000180891,-1,0,0,404093,CUEDC1,CUE domain containing 1
ENSG00000181610,1,0,0,51649,MRPS23,mitochondrial ribosomal protein S23
ENSG00000121057,-1,0,0,8165,AKAP1,A-kinase anchoring protein 1
ENSG00000121058,1,0,0,8161,COIL,coilin
ENSG00000141179,1,0,0,58488,PCTP,phosphatidylcholine transfer protein
ENSG00000166260,1,0,0,1353,COX11,cytochrome c oxidase copper chaperone COX11
ENSG00000011260,1,0,0,51096,UTP18,UTP18 small subunit processome component
ENSG00000239672,1,0,0,4830,NME1,NME/NM23 nucleoside diphosphate kinase 1
ENSG00000141232,1,0,0,10140,TOB1,"transducer of ERBB2, 1"
ENSG00000006282,-1,0,0,64847,SPATA20,spermatogenesis associated 20
ENSG00000049283,-1,0,0,55040,EPN3,epsin 3
ENSG00000108826,1,0,0,51264,MRPL27,mitochondrial ribosomal protein L27
ENSG00000015532,-1,0,0,64132,XYLT2,xylosyltransferase 2
ENSG00000108819,-1,0,0,84687,PPP1R9B,protein phosphatase 1 regulatory subunit 9B
ENSG00000136504,-1,0,0,11143,KAT7,lysine acetyltransferase 7
ENSG00000167085,1,0,0,5245,PHB,prohibitin
ENSG00000159202,-1,0,0,65264,UBE2Z,ubiquitin conjugating enzyme E2 Z
ENSG00000159199,1,0,0,516,ATP5MC1,ATP synthase membrane subunit c locus 1
ENSG00000242067,1,0,0,,,
ENSG00000108468,-1,0,0,10951,CBX1,chromobox 1
ENSG00000082641,-1,0,0,4779,NFE2L1,"nuclear factor, erythroid 2 like 1"
ENSG00000167182,-1,0,0,6668,SP2,Sp2 transcription factor
ENSG00000108424,-1,0,0,3837,KPNB1,karyopherin subunit beta 1
ENSG00000228782,1,0,0,,,
ENSG00000263142,-1,0,0,,,
ENSG00000213326,1,0,0,,,
ENSG00000260075,-1,0,0,,,
ENSG00000204652,1,0,0,,,
ENSG00000263503,-1,0,0,,,
ENSG00000225190,-1,0,0,9842,PLEKHM1,pleckstrin homology and RUN domain containing M1
ENSG00000159314,-1,0,0,201176,ARHGAP27,Rho GTPase activating protein 27
ENSG00000161714,-1,0,0,113026,PLCD3,phospholipase C delta 3
ENSG00000172992,-1,0,0,79877,DCAKD,dephospho-CoA kinase domain containing
ENSG00000186185,-1,0,0,146909,KIF18B,kinesin family member 18B
ENSG00000161692,-1,0,0,80174,DBF4B,DBF4 zinc finger B
ENSG00000180340,0,0,1,2535,FZD2,frizzled class receptor 2
ENSG00000030582,-1,0,0,2896,GRN,granulin precursor
ENSG00000108312,-1,0,0,7343,UBTF,upstream binding transcription factor
ENSG00000087152,-1,0,0,56970,ATXN7L3,ataxin 7 like 3
ENSG00000108840,-1,0,0,10014,HDAC5,histone deacetylase 5
ENSG00000091947,1,0,0,84336,TMEM101,transmembrane protein 101
ENSG00000161647,0,0,1,4356,MPP3,membrane palmitoylated protein 3
ENSG00000175832,-1,0,0,2118,ETV4,ETS variant 4
ENSG00000067596,-1,0,0,1659,DHX8,DEAH-box helicase 8
ENSG00000175906,1,0,0,379,ARL4D,ADP ribosylation factor like GTPase 4D
ENSG00000188554,-1,0,0,4077,NBR1,NBR1 autophagy cargo receptor
ENSG00000108828,-1,0,0,10493,VAT1,vesicle amine transport 1
ENSG00000131469,1,0,0,6155,RPL27,ribosomal protein L27
ENSG00000126581,-1,0,0,8678,BECN1,beclin 1
ENSG00000183978,1,0,0,28958,COA3,cytochrome c oxidase assembly factor 3
ENSG00000214578,1,0,0,,,
ENSG00000068137,-1,0,0,79990,PLEKHH3,"pleckstrin homology, MyTH4 and FERM domain containing H3"
ENSG00000108788,1,0,0,6945,MLX,MAX dimerization protein MLX
ENSG00000068120,0,0,-1,80347,COASY,Coenzyme A synthase
ENSG00000033627,-1,0,0,535,ATP6V0A1,ATPase H+ transporting V0 subunit a1
ENSG00000177469,-1,0,0,284119,CAVIN1,caveolae associated protein 1
ENSG00000167925,-1,0,0,84514,GHDC,GH3 domain containing
ENSG00000168256,-1,0,0,28511,NKIRAS2,NFKB inhibitor interacting Ras like 2
ENSG00000168259,-1,0,0,7266,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7
ENSG00000173786,-1,0,0,1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
ENSG00000259623,1,0,0,,,
ENSG00000173801,-1,0,0,3728,JUP,junction plakoglobin
ENSG00000167920,1,0,0,147184,TMEM99,transmembrane protein 99 (putative)
ENSG00000186395,1,0,0,3858,KRT10,keratin 10
ENSG00000073584,1,0,0,6605,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
ENSG00000131747,1,0,0,7153,TOP2A,DNA topoisomerase II alpha
ENSG00000131759,-1,0,0,5914,RARA,retinoic acid receptor alpha
ENSG00000108349,-1,0,0,22794,CASC3,CASC3 exon junction complex subunit
ENSG00000188895,-1,0,0,339287,MSL1,MSL complex subunit 1
ENSG00000126351,-1,0,0,7067,THRA,thyroid hormone receptor alpha
ENSG00000008838,-1,0,0,9862,MED24,mediator complex subunit 24
ENSG00000172057,-1,0,0,94103,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3
ENSG00000141741,1,0,0,84299,MIEN1,migration and invasion enhancer 1
ENSG00000141736,-1,0,0,2064,ERBB2,erb-b2 receptor tyrosine kinase 2
ENSG00000161395,-1,0,0,93210,PGAP3,post-GPI attachment to proteins 3
ENSG00000131748,-1,0,0,10948,STARD3,StAR related lipid transfer domain containing 3
ENSG00000266469,-1,0,0,,,
ENSG00000067191,-1,0,0,782,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
ENSG00000002834,-1,0,0,3927,LASP1,LIM and SH3 protein 1
ENSG00000244086,1,0,0,,,
ENSG00000141720,-1,0,0,,,
ENSG00000108294,1,0,0,,,
ENSG00000056661,-1,0,0,,,
ENSG00000108292,-1,0,0,,,
ENSG00000017373,-1,0,0,,,
ENSG00000141141,1,0,0,,,
ENSG00000108264,1,0,0,,,
ENSG00000132142,-1,0,0,,,
ENSG00000108270,-1,0,0,,,
ENSG00000108278,1,0,0,,,
ENSG00000187456,1,0,0,,,
ENSG00000267326,1,0,0,,,
ENSG00000172660,-1,0,0,,,
ENSG00000267321,1,0,0,,,
ENSG00000242660,1,0,0,,,
ENSG00000073536,-1,0,0,54475,NLE1,notchless homolog 1
ENSG00000092871,-1,0,0,117584,RFFL,ring finger and FYVE like domain containing E3 ubiquitin protein ligase
ENSG00000176658,-1,0,0,4642,MYO1D,myosin ID
ENSG00000010244,1,0,0,7756,ZNF207,zinc finger protein 207
ENSG00000108666,1,0,0,64149,C17orf75,chromosome 17 open reading frame 75
ENSG00000265574,-1,0,0,,,
ENSG00000108651,1,0,0,55813,UTP6,UTP6 small subunit processome component
ENSG00000131242,-1,0,0,84440,RAB11FIP4,RAB11 family interacting protein 4
ENSG00000172171,1,0,0,79736,TEFM,"transcription elongation factor, mitochondrial"
ENSG00000176390,1,0,0,51379,CRLF3,cytokine receptor like factor 3
ENSG00000198720,-1,0,0,124930,ANKRD13B,ankyrin repeat domain 13B
ENSG00000108262,-1,0,0,28964,GIT1,GIT ArfGAP 1
ENSG00000168792,-1,0,0,116236,ABHD15,abhydrolase domain containing 15
ENSG00000196535,-1,0,0,399687,MYO18A,myosin XVIIIA
ENSG00000263781,1,0,0,,,
ENSG00000109118,-1,0,0,57649,PHF12,PHD finger protein 12
ENSG00000167536,-1,0,0,147015,DHRS13,dehydrogenase/reductase 13
ENSG00000132589,-1,0,0,2319,FLOT2,flotillin 2
ENSG00000173065,-1,0,0,55731,FAM222B,family with sequence similarity 222 member B
ENSG00000109111,-1,0,0,6830,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor"
ENSG00000132581,1,0,0,6388,SDF2,stromal cell derived factor 2
ENSG00000007202,-1,0,0,9703,KIAA0100,KIAA0100
ENSG00000087111,-1,0,0,94005,PIGS,phosphatidylinositol glycan anchor biosynthesis class S
ENSG00000183405,1,0,0,,,
ENSG00000244045,1,0,0,147007,TMEM199,transmembrane protein 199
ENSG00000109079,-1,0,0,7126,TNFAIP1,TNF alpha induced protein 1
ENSG00000109083,1,0,0,90410,IFT20,intraflagellar transport 20
ENSG00000266830,0,0,-1,,,
ENSG00000232859,1,0,0,201229,LYRM9,LYR motif containing 9
ENSG00000264469,0,0,1,,,
ENSG00000109046,1,0,0,26118,WSB1,WD repeat and SOCS box containing 1
ENSG00000263563,1,0,0,23666,UBBP4,ubiquitin B pseudogene 4
ENSG00000034152,-1,0,0,5606,MAP2K3,mitogen-activated protein kinase kinase 3
ENSG00000154035,0,0,1,,,
ENSG00000109016,1,0,0,25979,DHRS7B,dehydrogenase/reductase 7B
ENSG00000124422,-1,0,0,23326,USP22,ubiquitin specific peptidase 22
ENSG00000214832,-1,0,0,,,
ENSG00000166484,-1,0,0,5598,MAPK7,mitogen-activated protein kinase 7
ENSG00000108641,1,0,0,27077,B9D1,B9 domain containing 1
ENSG00000072134,-1,0,0,22905,EPN2,epsin 2
ENSG00000262202,1,0,0,,,
ENSG00000188522,-1,0,0,644815,FAM83G,family with sequence similarity 83 member G
ENSG00000240445,-1,0,0,,,
ENSG00000264885,-1,0,0,,,
ENSG00000267350,-1,0,0,,,
ENSG00000176994,-1,0,0,140775,SMCR8,SMCR8-C9orf72 complex subunit
ENSG00000177302,-1,0,0,7156,TOP3A,DNA topoisomerase III alpha
ENSG00000177427,1,0,0,125170,MIEF2,mitochondrial elongation factor 2
ENSG00000177731,-1,0,0,2314,FLII,FLII actin remodeling protein
ENSG00000131899,-1,0,0,3996,LLGL1,LLGL scribble cell polarity complex component 1
ENSG00000091542,-1,0,0,54890,ALKBH5,"alkB homolog 5, RNA demethylase"
ENSG00000175662,-1,0,0,146691,TOM1L2,target of myb1 like 2 membrane trafficking protein
ENSG00000108557,-1,0,0,10743,RAI1,retinoic acid induced 1
ENSG00000141026,-1,0,0,55090,MED9,mediator complex subunit 9
ENSG00000141030,1,0,0,8533,COPS3,COP9 signalosome subunit 3
ENSG00000133030,-1,0,0,23164,MPRIP,myosin phosphatase Rho interacting protein
ENSG00000235554,1,0,0,,,
ENSG00000175061,1,0,0,125144,SNHG29,small nucleolar RNA host gene 29
ENSG00000170315,1,0,0,7314,UBB,ubiquitin B
ENSG00000108474,1,0,0,9487,PIGL,phosphatidylinositol glycan anchor biosynthesis class L
ENSG00000011295,1,0,0,54902,TTC19,tetratricopeptide repeat domain 19
ENSG00000214941,1,0,0,125150,ZSWIM7,zinc finger SWIM-type containing 7
ENSG00000265519,-1,0,0,,,
ENSG00000265163,1,0,0,,,
ENSG00000230897,1,0,0,,,
ENSG00000170222,1,0,0,56985,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
ENSG00000170310,1,0,0,9482,STX8,syntaxin 8
ENSG00000178921,-1,0,0,5198,PFAS,phosphoribosylformylglycinamidine synthase
ENSG00000178977,1,0,0,284029,LINC00324,long intergenic non-protein coding RNA 324
ENSG00000196544,-1,0,0,54785,BORCS6,BLOC-1 related complex subunit 6
ENSG00000220205,-1,0,0,6844,VAMP2,vesicle associated membrane protein 2
ENSG00000179094,-1,0,0,5187,PER1,period circadian regulator 1
ENSG00000179148,0,0,1,59344,ALOXE3,arachidonate lipoxygenase 3
ENSG00000170037,-1,0,0,116840,CNTROB,"centrobin, centriole duplication and spindle assembly protein"
ENSG00000179859,1,0,0,284023,RNF227,ring finger protein 227
ENSG00000170004,-1,0,0,1107,CHD3,chromodomain helicase DNA binding protein 3
ENSG00000183011,1,0,0,84316,NAA38,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
ENSG00000132510,-1,0,0,23135,KDM6B,lysine demethylase 6B
ENSG00000240480,1,0,0,118432,RPL29P2,ribosomal protein L29 pseudogene 2
ENSG00000141510,-1,0,0,7157,TP53,tumor protein p53
ENSG00000141504,1,0,0,112483,SAT2,spermidine/spermine N1-acetyltransferase family member 2
ENSG00000129245,-1,0,0,9513,FXR2,FMR1 autosomal homolog 2
ENSG00000181222,-1,0,0,5430,POLR2A,RNA polymerase II subunit A
ENSG00000174282,-1,0,0,57659,ZBTB4,zinc finger and BTB domain containing 4
ENSG00000169992,-1,0,0,57555,NLGN2,neuroligin 2
ENSG00000205544,1,0,0,254863,TMEM256,transmembrane protein 256
ENSG00000213859,-1,0,0,147040,KCTD11,potassium channel tetramerization domain containing 11
ENSG00000215041,-1,0,0,84461,NEURL4,neuralized E3 ubiquitin protein ligase 4
ENSG00000006047,0,0,1,51087,YBX2,Y-box binding protein 2
ENSG00000132535,-1,0,0,1742,DLG4,discs large MAGUK scaffold protein 4
ENSG00000108590,1,0,0,51003,MED31,mediator complex subunit 31
ENSG00000129235,1,0,0,84817,TXNDC17,thioredoxin domain containing 17
ENSG00000091622,-1,0,0,83394,PITPNM3,PITPNM family member 3
ENSG00000167842,1,0,0,79003,MIS12,MIS12 kinetochore complex component
ENSG00000072849,1,0,0,51009,DERL2,derlin 2
ENSG00000108561,1,0,0,708,C1QBP,complement C1q binding protein
ENSG00000129197,1,0,0,84268,RPAIN,RPA interacting protein
ENSG00000108559,1,0,0,4927,NUP88,nucleoporin 88
ENSG00000180626,-1,0,0,84622,ZNF594,zinc finger protein 594
ENSG00000234327,1,0,0,101928000,LOC101928000,uncharacterized LOC101928000
ENSG00000129250,-1,0,0,10749,KIF1C,kinesin family member 1C
ENSG00000108509,-1,0,0,23125,CAMTA2,calmodulin binding transcription activator 2
ENSG00000108523,0,0,-1,26001,RNF167,ring finger protein 167
ENSG00000205710,-1,0,0,100130311,C17orf107,chromosome 17 open reading frame 107
ENSG00000141503,-1,0,0,50488,MINK1,misshapen like kinase 1
ENSG00000129219,-1,0,0,5338,PLD2,phospholipase D2
ENSG00000141456,-1,0,0,27043,PELP1,"proline, glutamate and leucine rich protein 1"
ENSG00000132382,-1,0,0,10514,MYBBP1A,MYB binding protein 1a
ENSG00000183018,-1,0,0,124976,SPNS2,sphingolipid transporter 2
ENSG00000074755,-1,0,0,23140,ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1
ENSG00000074370,-1,0,0,489,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
ENSG00000004660,-1,0,0,84254,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1
ENSG00000083457,1,0,0,3682,ITGAE,integrin subunit alpha E
ENSG00000040531,-1,0,0,1497,CTNS,"cystinosin, lysosomal cystine transporter"
ENSG00000132359,-1,0,0,23108,RAP1GAP2,RAP1 GTPase activating protein 2
ENSG00000132361,-1,0,0,23277,CLUH,clustered mitochondria homolog
ENSG00000070444,-1,0,0,4335,MNT,MAX network transcriptional repressor
ENSG00000141258,-1,0,0,9905,SGSM2,small G protein signaling modulator 2
ENSG00000167721,-1,0,0,55720,TSR1,TSR1 ribosome maturation factor
ENSG00000070366,-1,0,0,23293,SMG6,SMG6 nonsense mediated mRNA decay factor
ENSG00000108958,1,0,0,,,
ENSG00000167716,-1,0,0,124997,WDR81,WD repeat domain 81
ENSG00000174238,-1,0,0,5306,PITPNA,phosphatidylinositol transfer protein alpha
ENSG00000132376,0,0,-1,51763,INPP5K,inositol polyphosphate-5-phosphatase K
ENSG00000197879,-1,0,0,4641,MYO1C,myosin IC
ENSG00000108953,1,0,0,7531,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
ENSG00000159842,-1,0,0,29,ABR,ABR activator of RhoGEF and GTPase
ENSG00000003249,-1,0,0,79007,DBNDD1,dysbindin domain containing 1
ENSG00000140995,0,0,1,54849,DEF8,differentially expressed in FDCP 8 homolog
ENSG00000141002,-1,0,0,22980,TCF25,transcription factor 25
ENSG00000187741,-1,0,0,2175,FANCA,FA complementation group A
ENSG00000261373,-1,0,0,100128881,VPS9D1-AS1,VPS9D1 antisense RNA 1
ENSG00000158792,-1,0,0,124044,SPATA2L,spermatogenesis associated 2 like
ENSG00000131165,-1,0,0,5119,CHMP1A,charged multivesicular body protein 1A
ENSG00000178773,0,0,1,27132,CPNE7,copine 7
ENSG00000167522,-1,0,0,29123,ANKRD11,ankyrin repeat domain 11
ENSG00000167515,1,0,0,51693,TRAPPC2L,trafficking protein particle complex 2 like
ENSG00000141012,-1,0,0,2588,GALNS,galactosamine (N-acetyl)-6-sulfatase
ENSG00000260121,-1,0,0,,,
ENSG00000103335,-1,0,0,9780,PIEZO1,piezo type mechanosensitive ion channel component 1
ENSG00000167508,-1,0,0,4597,MVD,mevalonate diphosphate decarboxylase
ENSG00000225614,-1,0,0,84627,ZNF469,zinc finger protein 469
ENSG00000205047,-1,0,0,,,
ENSG00000104731,-1,0,0,54758,KLHDC4,kelch domain containing 4
ENSG00000140948,-1,0,0,23174,ZCCHC14,zinc finger CCHC-type containing 14
ENSG00000140941,1,0,0,81631,MAP1LC3B,microtubule associated protein 1 light chain 3 beta
ENSG00000131153,1,0,0,51659,GINS2,GINS complex subunit 2
ENSG00000131149,-1,0,0,23199,GSE1,Gse1 coiled-coil protein
ENSG00000153786,-1,0,0,55625,ZDHHC7,zinc finger DHHC-type containing 7
ENSG00000230989,1,0,0,3281,HSBP1,heat shock factor binding protein 1
ENSG00000153815,-1,0,0,80790,CMIP,c-Maf inducing protein
ENSG00000261061,1,0,0,,,
ENSG00000103121,1,0,0,56942,CMC2,C-X9-C motif containing 2
ENSG00000261424,1,0,0,,,
ENSG00000034713,1,0,0,11345,GABARAPL2,GABA type A receptor associated protein like 2
ENSG00000205084,1,0,0,79583,TMEM231,transmembrane protein 231
ENSG00000183196,-1,0,0,4166,CHST6,carbohydrate sulfotransferase 6
ENSG00000050820,-1,0,0,9564,BCAR1,"BCAR1 scaffold protein, Cas family member"
ENSG00000186187,-1,0,0,84937,ZNRF1,zinc and ring finger 1
ENSG00000090863,-1,0,0,2734,GLG1,golgi glycoprotein 1
ENSG00000260539,-1,0,0,,,
ENSG00000140829,-1,0,0,9785,DHX38,DEAH-box helicase 38
ENSG00000224470,-1,0,0,342371,ATXN1L,ataxin 1 like
ENSG00000103043,-1,0,0,55697,VAC14,VAC14 component of PIKFYVE complex
ENSG00000132613,-1,0,0,92154,MTSS2,MTSS I-BAR domain containing 2
ENSG00000157368,-1,0,0,146433,IL34,interleukin 34
ENSG00000168872,-1,0,0,55308,DDX19A,DEAD-box helicase 19A
ENSG00000090857,-1,0,0,55066,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit
ENSG00000198373,-1,0,0,11060,WWP2,WW domain containing E3 ubiquitin protein ligase 2
ENSG00000260290,-1,0,0,,,
ENSG00000132603,1,0,0,51388,NIP7,nucleolar pre-rRNA processing protein NIP7
ENSG00000141076,1,0,0,84916,UTP4,UTP4 small subunit processome component
ENSG00000103067,-1,0,0,80004,ESRP2,epithelial splicing regulatory protein 2
ENSG00000141096,0,0,-1,64180,DPEP3,dipeptidase 3
ENSG00000124067,-1,0,0,6560,SLC12A4,solute carrier family 12 member 4
ENSG00000159792,-1,0,0,5681,PSKH1,protein serine kinase H1
ENSG00000038358,-1,0,0,23644,EDC4,enhancer of mRNA decapping 4
ENSG00000102898,1,0,0,10204,NUTF2,nuclear transport factor 2
ENSG00000102901,1,0,0,80152,CENPT,centromere protein T
ENSG00000141084,-1,0,0,57610,RANBP10,RAN binding protein 10
ENSG00000141098,-1,0,0,81577,GFOD2,glucose-fructose oxidoreductase domain containing 2
ENSG00000168701,1,0,0,29100,TMEM208,transmembrane protein 208
ENSG00000237172,-1,0,0,84752,B3GNT9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
ENSG00000125149,-1,0,0,80262,C16orf70,chromosome 16 open reading frame 70
ENSG00000067955,1,0,0,865,CBFB,core-binding factor subunit beta
ENSG00000172824,1,0,0,283848,CES4A,carboxylesterase 4A
ENSG00000172828,-1,0,0,23491,CES3,carboxylesterase 3
ENSG00000172831,-1,0,0,8824,CES2,carboxylesterase 2
ENSG00000166595,1,0,0,51647,CIAO2B,cytosolic iron-sulfur assembly component 2B
ENSG00000135720,-1,0,0,1783,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2
